"component_name","filename","gbif_id","conversion_mean","predicted_conversion_factor_cm","genus_species","family","area","petiole_width","LMA","lat","lon","eco_name","biome","bio_1","bio_4","bio_12","bio_15","ai","wind","srad","leaf_phenology"
"Cissampelos_andromorpha_1930925395__L__284-3135-739-3982","Cissampelos_andromorpha_1930925395",1930925395,116.6227651,119.3857331,"Cissampelos andromorpha","unknown",10.98,0.094710162,1.139645822,6.70189,-76.312786,"Northwestern Andean montane forests","Tropical & Subtropical Moist Broadleaf Forests",20.94300079,32.1026268,2826,37.68047714,20135,0.876999974,17769.5,NA
"Cissampelos_grandifolia_1929755567__L__407-1227-1005-1927","Cissampelos_grandifolia_1929755567",1929755567,106.4542685,106.8545768,"Cissampelos grandifolia","unknown",17.26,0.096714113,1.218004028,18.404106,-66.676112,"Puerto Rican moist forests","Tropical & Subtropical Moist Broadleaf Forests",24.71866608,132.9188995,1695,29.90966606,9536,3.715666771,18561.5,NA
"Cissampelos_grandifolia_2512872417__L__869-883-2035-1656","Cissampelos_grandifolia_2512872417",2512872417,135.4788928,129.0582009,"Cissampelos grandifolia","unknown",18.62,0.335500769,3.060424515,15.8631,-90.6111,"Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.88316727,150.4700775,3755,52.64344025,20147,1.667000055,19216.41602,NA
"Cissampelos_grandifolia_3416611512__L__1032-2164-1164-2330","Cissampelos_grandifolia_3416611512",3416611512,0,92.90933416,"Cissampelos grandifolia","unknown",1.39,0.192537639,3.309192616,15.75,-89.55,"Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.50650024,142.5294647,3376,66.119133,19284,1.453999996,18969.5,NA
"Cissampelos_grandifolia_3416611512__L__1571-875-2113-1810","Cissampelos_grandifolia_3416611512",3416611512,0,92.90933416,"Cissampelos grandifolia","unknown",23.88,0.101539648,1.116720758,15.75,-89.55,"Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.50650024,142.5294647,3376,66.119133,19284,1.453999996,18969.5,NA
"Cissampelos_grandifolia_3416611593__L__1122-174-1555-827","Cissampelos_grandifolia_3416611593",3416611593,0,92.90933416,"Cissampelos grandifolia","unknown",15.47,0.107631812,1.37816564,15.85,-89.38,"Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.66566658,144.6078186,3368,66.19535828,20237,1.515333295,18849.41602,NA
"Cissampelos_grandifolia_3416611593__L__1759-503-2132-1168","Cissampelos_grandifolia_3416611593",3416611593,0,92.90933416,"Cissampelos grandifolia","unknown",11.96,0.114414186,1.520524447,15.85,-89.38,"Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.66566658,144.6078186,3368,66.19535828,20237,1.515333295,18849.41602,NA
"Cissampelos_grandifolia_3749313640__L__1259-910-1506-1283","Cissampelos_grandifolia_3749313640",3749313640,0,91.53258416,"Cissampelos grandifolia","unknown",5.16,0.093343849,1.880171015,14.925278,-89.421389,"Central American pine-oak forests","Tropical & Subtropical Coniferous Forests",21.15099907,128.5020905,1653,81.88589478,10715,2.081333399,19607.25,NA
"Cissampelos_pareira_3912831155__L__232-2986-915-3578","Cissampelos_pareira_3912831155",3912831155,116.9764875,109.1790233,"Cissampelos pareira","unknown",16.35,0.111461757,1.250890587,-21.245555,-51.915278,"Cerrado","Tropical & Subtropical Grasslands, Savannas & Shrubland",23.21899986,251.6161194,1095,57.4667511,6672,2.598999977,16136.58301,"evergreen"
"Cissampelos_pareira_4437946329__L__380-3827-797-4184","Cissampelos_pareira_4437946329",4437946329,0,129.0454054,"Cissampelos pareira","unknown",2.82,0.054795192,1.110900221,-31.91337,-55.48936,"Uruguayan savanna","Tropical & Subtropical Grasslands, Savannas & Shrubland",18.2456665,465.7480469,1298,8.493420601,8121,3.366333246,16165.91699,"evergreen"
"Cissampelos_pareira_4437946329__L__2322-3251-2519-3489","Cissampelos_pareira_4437946329",4437946329,0,129.0454054,"Cissampelos pareira","unknown",1.21,0.047136607,1.534780247,-31.91337,-55.48936,"Uruguayan savanna","Tropical & Subtropical Grasslands, Savannas & Shrubland",18.2456665,465.7480469,1298,8.493420601,8121,3.366333246,16165.91699,"evergreen"
"Cissampelos_pareira_3912831155__L__1720-1267-2631-1961","Cissampelos_pareira_3912831155",3912831155,116.9764875,109.1790233,"Cissampelos pareira","unknown",20.07,0.097470479,1.156671437,-21.245555,-51.915278,"Cerrado","Tropical & Subtropical Grasslands, Savannas & Shrubland",23.21899986,251.6161194,1095,57.4667511,6672,2.598999977,16136.58301,"evergreen"
"Cissampelos_pareira_4437946329__L__1323-3075-1914-3530","Cissampelos_pareira_4437946329",4437946329,0,129.0454054,"Cissampelos pareira","unknown",5.2,0.051983284,0.879340215,-31.91337,-55.48936,"Uruguayan savanna","Tropical & Subtropical Grasslands, Savannas & Shrubland",18.2456665,465.7480469,1298,8.493420601,8121,3.366333246,16165.91699,"evergreen"
"Cissampelos_pareira_4437946329__L__914-4366-1294-4667","Cissampelos_pareira_4437946329",4437946329,0,129.0454054,"Cissampelos pareira","unknown",2.9,0.034655523,1.09909233,-31.91337,-55.48936,"Uruguayan savanna","Tropical & Subtropical Grasslands, Savannas & Shrubland",18.2456665,465.7480469,1298,8.493420601,8121,3.366333246,16165.91699,"evergreen"
"Cissampelos_pareira_4444401903__L__1442-1307-2014-1747","Cissampelos_pareira_4444401903",4444401903,0,91.59065525,"Cissampelos pareira","unknown",15.06,0.169846467,1.104521087,20.10224,-74.81144,"Cuban cactus scrub","Deserts & Xeric Shrublands",25.23033333,146.9838104,1498,41.55288315,8269,3.461666822,19560.33398,"evergreen"
"Cissampelos_pareira_1929075998__L__716-1405-1194-2088","Cissampelos_pareira_1929075998",1929075998,123.4404561,118.969745,"Cissampelos pareira","unknown",11.41,0.076425359,1.191775305,-6.459839,-50.328741,"Xingu-Tocantins-Araguaia moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.09083366,43.16112518,1912,59.11462402,13560,1.483333349,15198.08301,"evergreen"
"Cissampelos_pareira_3912831155__L__812-1350-1492-2024","Cissampelos_pareira_3912831155",3912831155,116.9764875,109.1790233,"Cissampelos pareira","unknown",21.5,0.180335583,1.126656732,-21.245555,-51.915278,"Cerrado","Tropical & Subtropical Grasslands, Savannas & Shrubland",23.21899986,251.6161194,1095,57.4667511,6672,2.598999977,16136.58301,"evergreen"
"Cissampelos_pareira_4437946329__L__2613-593-3074-1060","Cissampelos_pareira_4437946329",4437946329,0,129.0454054,"Cissampelos pareira","unknown",3.47,0.080904132,1.026276426,-31.91337,-55.48936,"Uruguayan savanna","Tropical & Subtropical Grasslands, Savannas & Shrubland",18.2456665,465.7480469,1298,8.493420601,8121,3.366333246,16165.91699,"evergreen"
"Cissampelos_pareira_3912831155__L__1774-389-2579-1101","Cissampelos_pareira_3912831155",3912831155,116.9764875,109.1790233,"Cissampelos pareira","unknown",24.29,0.149541639,1.075349895,-21.245555,-51.915278,"Cerrado","Tropical & Subtropical Grasslands, Savannas & Shrubland",23.21899986,251.6161194,1095,57.4667511,6672,2.598999977,16136.58301,"evergreen"
"Cissampelos_pareira_4437946329__L__239-3456-684-3837","Cissampelos_pareira_4437946329",4437946329,0,129.0454054,"Cissampelos pareira","unknown",2.93,0.124229293,1.094779815,-31.91337,-55.48936,"Uruguayan savanna","Tropical & Subtropical Grasslands, Savannas & Shrubland",18.2456665,465.7480469,1298,8.493420601,8121,3.366333246,16165.91699,"evergreen"
"Cissampelos_pareira_4444401903__L__26-1334-750-1878","Cissampelos_pareira_4444401903",4444401903,0,91.59065525,"Cissampelos pareira","unknown",20.64,0.20396777,0.979228507,20.10224,-74.81144,"Cuban cactus scrub","Deserts & Xeric Shrublands",25.23033333,146.9838104,1498,41.55288315,8269,3.461666822,19560.33398,"evergreen"
"Cissampelos_pareira_4444401903__L__880-907-1458-1284","Cissampelos_pareira_4444401903",4444401903,0,91.59065525,"Cissampelos pareira","unknown",11.25,0.079485291,1.234704091,20.10224,-74.81144,"Cuban cactus scrub","Deserts & Xeric Shrublands",25.23033333,146.9838104,1498,41.55288315,8269,3.461666822,19560.33398,"evergreen"
"Cissampelos_tropaeolifolia_1930090888__L__1504-600-2432-2064","Cissampelos_tropaeolifolia_1930090888",1930090888,117.7465986,118.2292586,"Cissampelos tropaeolifolia","unknown",38.26,0.064679347,0.619620575,-10.507222,-68.563889,"Southwest Amazon moist forests","Tropical & Subtropical Moist Broadleaf Forests",24.96466637,87.77459717,1731,61.60933304,13499,1.169999957,13896.75,NA
"Cissampelos_tropaeolifolia_1930090888__L__1638-4098-1822-4374","Cissampelos_tropaeolifolia_1930090888",1930090888,117.7465986,118.2292586,"Cissampelos tropaeolifolia","unknown",1.13,0.0594497,2.379350606,-10.507222,-68.563889,"Southwest Amazon moist forests","Tropical & Subtropical Moist Broadleaf Forests",24.96466637,87.77459717,1731,61.60933304,13499,1.169999957,13896.75,NA
"Cissampelos_tropaeolifolia_1930090888__L__2206-3434-2425-3658","Cissampelos_tropaeolifolia_1930090888",1930090888,117.7465986,118.2292586,"Cissampelos tropaeolifolia","unknown",1.76,0.084928143,2.008854897,-10.507222,-68.563889,"Southwest Amazon moist forests","Tropical & Subtropical Moist Broadleaf Forests",24.96466637,87.77459717,1731,61.60933304,13499,1.169999957,13896.75,NA
"Cissampelos_tropaeolifolia_1930090888__L__2477-1247-3479-2785","Cissampelos_tropaeolifolia_1930090888",1930090888,117.7465986,118.2292586,"Cissampelos tropaeolifolia","unknown",37.68,0.103319546,0.623246783,-10.507222,-68.563889,"Southwest Amazon moist forests","Tropical & Subtropical Moist Broadleaf Forests",24.96466637,87.77459717,1731,61.60933304,13499,1.169999957,13896.75,NA
"Cissampelos_tropaeolifolia_1930090888__L__300-1587-1407-2632","Cissampelos_tropaeolifolia_1930090888",1930090888,117.7465986,118.2292586,"Cissampelos tropaeolifolia","unknown",32.2,0.073057951,0.661810212,-10.507222,-68.563889,"Southwest Amazon moist forests","Tropical & Subtropical Moist Broadleaf Forests",24.96466637,87.77459717,1731,61.60933304,13499,1.169999957,13896.75,NA
"Cissampelos_tropaeolifolia_1930684226__L__2394-2728-2655-3033","Cissampelos_tropaeolifolia_1930684226",1930684226,130.5866073,129.050844,"Cissampelos tropaeolifolia","unknown",1.78,0.055220843,1.890559438,0.1136,-78.7028,"Northwestern Andean montane forests","Tropical & Subtropical Moist Broadleaf Forests",18.49516678,23.48962021,2038,55.86311722,17077,1.842333317,14419.75,NA
"Cissampelos_tropaeolifolia_1931187651__L__1314-2910-2255-4476","Cissampelos_tropaeolifolia_1931187651",1931187651,119.1309994,118.4404658,"Cissampelos tropaeolifolia","unknown",42.99,0.109445945,0.400653422,-9.1117,-69.7947,"Iquitos varzeá","Tropical & Subtropical Moist Broadleaf Forests",24.78700066,75.51869965,2144,55.26577377,17814,0.819333315,13760.75,NA
"Cissampelos_tropaeolifolia_1931187651__L__1946-1554-2073-1657","Cissampelos_tropaeolifolia_1931187651",1931187651,119.1309994,118.4404658,"Cissampelos tropaeolifolia","unknown",0.31,0.035613238,2.636422768,-9.1117,-69.7947,"Iquitos varzeá","Tropical & Subtropical Moist Broadleaf Forests",24.78700066,75.51869965,2144,55.26577377,17814,0.819333315,13760.75,NA
"Cissampelos_tropaeolifolia_1931187651__L__2228-2702-2373-2887","Cissampelos_tropaeolifolia_1931187651",1931187651,119.1309994,118.4404658,"Cissampelos tropaeolifolia","unknown",0.65,0.041970604,1.986928862,-9.1117,-69.7947,"Iquitos varzeá","Tropical & Subtropical Moist Broadleaf Forests",24.78700066,75.51869965,2144,55.26577377,17814,0.819333315,13760.75,NA
"Cissampelos_tropaeolifolia_1931187651__L__2230-1812-2461-2009","Cissampelos_tropaeolifolia_1931187651",1931187651,119.1309994,118.4404658,"Cissampelos tropaeolifolia","unknown",1.28,0.075547087,1.533772731,-9.1117,-69.7947,"Iquitos varzeá","Tropical & Subtropical Moist Broadleaf Forests",24.78700066,75.51869965,2144,55.26577377,17814,0.819333315,13760.75,NA
"Cissus_anisophylla_1318810816__L__1918-3357-3560-3851","Cissus_anisophylla_1318810816",1318810816,131.9597377,129.0509868,"Cissus anisophylla","unknown",19.73,0.200210231,2.017813491,0.88,-78.42,"Northwestern Andean montane forests","Tropical & Subtropical Moist Broadleaf Forests",21.58099937,28.41300201,2486,26.97148705,21302,1.350999951,13635.41699,NA
"Cissus_anisophylla_1319475987__L__875-3753-1604-4826","Cissus_anisophylla_1319475987",1319475987,0,129.0540968,"Cissus anisophylla","unknown",18.73,0.12613951,1.446188489,0.02,-79.97,"Ecuadorian dry forests","Tropical & Subtropical Dry Broadleaf Forests",23.6503334,63.06890488,1349,94.29290771,13221,2.442666769,12239.58301,NA
"Cissus_anisophylla_1321188695__L__1478-2684-2484-3622","Cissus_anisophylla_1321188695",1321188695,123.2595117,129.0447895,"Cissus anisophylla","unknown",26.62,0.196394068,1.465958462,8.7336,-83.0394,"Isthmian-Pacific moist forests","Tropical & Subtropical Moist Broadleaf Forests",23.91366577,70.72409058,3228,53.43611526,22030,2.464333296,18395.75,NA
"Cissus_anisophylla_1321188695__L__1869-1903-2601-2788","Cissus_anisophylla_1321188695",1321188695,123.2595117,129.0447895,"Cissus anisophylla","unknown",19.69,0.153075101,1.644937028,8.7336,-83.0394,"Isthmian-Pacific moist forests","Tropical & Subtropical Moist Broadleaf Forests",23.91366577,70.72409058,3228,53.43611526,22030,2.464333296,18395.75,NA
"Cissus_anisophylla_1321188695__L__2505-3085-3836-3939","Cissus_anisophylla_1321188695",1321188695,123.2595117,129.0447895,"Cissus anisophylla","unknown",34.38,0.183036814,1.329481496,8.7336,-83.0394,"Isthmian-Pacific moist forests","Tropical & Subtropical Moist Broadleaf Forests",23.91366577,70.72409058,3228,53.43611526,22030,2.464333296,18395.75,NA
"Cissus_anisophylla_1321188695__L__2663-551-3087-1030","Cissus_anisophylla_1321188695",1321188695,123.2595117,129.0447895,"Cissus anisophylla","unknown",6.18,0.185004047,2.560905441,8.7336,-83.0394,"Isthmian-Pacific moist forests","Tropical & Subtropical Moist Broadleaf Forests",23.91366577,70.72409058,3228,53.43611526,22030,2.464333296,18395.75,NA
"Cissus_anisophylla_1424763503__L__1038-2002-1492-2247","Cissus_anisophylla_1424763503",1424763503,0,91.06921517,"Cissus anisophylla","unknown",7.01,0.049107,1.023890084,7,-75.5,"Cauca Valley montane forests","Tropical & Subtropical Moist Broadleaf Forests",15.33349991,41.77733231,2496,40.41601181,18654,1.130333304,17757.41602,NA
"Cissus_anisophylla_1424763503__L__1651-1652-2101-1972","Cissus_anisophylla_1424763503",1424763503,0,91.06921517,"Cissus anisophylla","unknown",9.12,0.110354257,0.925975704,7,-75.5,"Cauca Valley montane forests","Tropical & Subtropical Moist Broadleaf Forests",15.33349991,41.77733231,2496,40.41601181,18654,1.130333304,17757.41602,NA
"Cissus_anisophylla_1424763503__L__870-1619-1393-2030","Cissus_anisophylla_1424763503",1424763503,0,91.06921517,"Cissus anisophylla","unknown",15.21,0.111981189,0.761630382,7,-75.5,"Cauca Valley montane forests","Tropical & Subtropical Moist Broadleaf Forests",15.33349991,41.77733231,2496,40.41601181,18654,1.130333304,17757.41602,NA
"Cissus_anisophylla_1424763503__L__976-962-1410-1440","Cissus_anisophylla_1424763503",1424763503,0,91.06921517,"Cissus anisophylla","unknown",13.97,0.186671204,0.786778698,7,-75.5,"Cauca Valley montane forests","Tropical & Subtropical Moist Broadleaf Forests",15.33349991,41.77733231,2496,40.41601181,18654,1.130333304,17757.41602,NA
"Cissus_anisophylla_1931004448__L__1506-1248-2253-2166","Cissus_anisophylla_1931004448",1931004448,119.7020563,118.4404658,"Cissus anisophylla","unknown",22.79,0.127245485,1.104544845,6.63753,-76.227,"Northwestern Andean montane forests","Tropical & Subtropical Moist Broadleaf Forests",17.67900085,32.97122574,2403,42.07982635,16288,0.965000033,17742.58398,NA
"Cissus_anisophylla_1931004448__L__1871-2247-2919-2931","Cissus_anisophylla_1931004448",1931004448,119.7020563,118.4404658,"Cissus anisophylla","unknown",23.38,0.169157134,1.093813008,6.63753,-76.227,"Northwestern Andean montane forests","Tropical & Subtropical Moist Broadleaf Forests",17.67900085,32.97122574,2403,42.07982635,16288,0.965000033,17742.58398,NA
"Cissus_anisophylla_1931004448__L__2786-1728-3360-2820","Cissus_anisophylla_1931004448",1931004448,119.7020563,118.4404658,"Cissus anisophylla","unknown",18.28,0.097781945,1.201618982,6.63753,-76.227,"Northwestern Andean montane forests","Tropical & Subtropical Moist Broadleaf Forests",17.67900085,32.97122574,2403,42.07982635,16288,0.965000033,17742.58398,NA
"Cissus_biformifolia_3763059713__L__1028-1095-1741-1453","Cissus_biformifolia_3763059713",3763059713,0,91.6358447,"Cissus biformifolia","unknown",11.47,0.069875759,1.110698821,10.45278,-84.65833,"Isthmian-Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",24.02566719,71.37239838,3605,41.28534317,21562,2.602666616,19187.66602,"evergreen"
"Cissus_biformifolia_3763059713__L__238-962-955-1419","Cissus_biformifolia_3763059713",3763059713,0,91.6358447,"Cissus biformifolia","unknown",10.53,0.077164867,1.147577168,10.45278,-84.65833,"Isthmian-Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",24.02566719,71.37239838,3605,41.28534317,21562,2.602666616,19187.66602,"evergreen"
"Cissus_biformifolia_3762880547__L__195-1950-568-3134","Cissus_biformifolia_3762880547",3762880547,0,91.61647532,"Cissus biformifolia","unknown",15.6,0.066393763,0.949764006,8.40114,-83.33737,"Isthmian-Pacific moist forests","Tropical & Subtropical Moist Broadleaf Forests",26.32291603,76.42302704,3599,65.21694946,21539,2.810833454,19240.5,"evergreen"
"Cissus_biformifolia_3763059713__L__604-1387-1104-1794","Cissus_biformifolia_3763059713",3763059713,0,91.6358447,"Cissus biformifolia","unknown",10.16,0.109127602,1.163365392,10.45278,-84.65833,"Isthmian-Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",24.02566719,71.37239838,3605,41.28534317,21562,2.602666616,19187.66602,"evergreen"
"Cissus_biformifolia_1826249832__L__859-558-1368-795","Cissus_biformifolia_1826249832",1826249832,0,92.92894916,"Cissus biformifolia","unknown",3.93,0.054870087,1.39020402,14.4,-85.18,"Central American Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.51000023,107.460907,2144,54.32367706,11902,2.256999969,19678.08398,"evergreen"
"Cissus_biformifolia_3763051696__L__971-1150-1435-1704","Cissus_biformifolia_3763051696",3763051696,89.38324176,91.62293137,"Cissus biformifolia","unknown",12.13,0.096240918,1.321364011,9.78341,-83.75193,"Talamancan montane forests","Tropical & Subtropical Moist Broadleaf Forests",19.14483261,59.98498917,3143,33.61162567,23316,2.874666691,19005.66602,"evergreen"
"Cissus_biformifolia_1826249832__L__1330-242-1534-694","Cissus_biformifolia_1826249832",1826249832,0,92.92894916,"Cissus biformifolia","unknown",4.34,0.081952644,1.338490884,14.4,-85.18,"Central American Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.51000023,107.460907,2144,54.32367706,11902,2.256999969,19678.08398,"evergreen"
"Cissus_biformifolia_1826249832__L__831-2059-1381-2473","Cissus_biformifolia_1826249832",1826249832,0,92.92894916,"Cissus biformifolia","unknown",11.39,0.09194125,0.925858103,14.4,-85.18,"Central American Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.51000023,107.460907,2144,54.32367706,11902,2.256999969,19678.08398,"evergreen"
"Cissus_biformifolia_3763051696__L__570-1597-1375-2030","Cissus_biformifolia_3763051696",3763051696,89.38324176,91.62293137,"Cissus biformifolia","unknown",14.67,0.090198762,1.228799417,9.78341,-83.75193,"Talamancan montane forests","Tropical & Subtropical Moist Broadleaf Forests",19.14483261,59.98498917,3143,33.61162567,23316,2.874666691,19005.66602,"evergreen"
"Cissus_biformifolia_3762875421__L__892-1061-1562-1821","Cissus_biformifolia_3762875421",3762875421,0,91.6358447,"Cissus biformifolia","unknown",17.34,0.127730583,1.176116556,10.31668,-84.8184,"Costa Rican seasonal moist forests","Tropical & Subtropical Moist Broadleaf Forests",18.74616623,77.49004364,2460,75.74682617,15436,3.583333254,20053.16602,"evergreen"
"Cissus_biformifolia_1826249832__L__900-814-1484-1022","Cissus_biformifolia_1826249832",1826249832,0,92.92894916,"Cissus biformifolia","unknown",4.95,0.099210682,1.272908857,14.4,-85.18,"Central American Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.51000023,107.460907,2144,54.32367706,11902,2.256999969,19678.08398,"evergreen"
"Cissus_biformifolia_1826249832__L__1684-654-2203-1216","Cissus_biformifolia_1826249832",1826249832,0,92.92894916,"Cissus biformifolia","unknown",11.53,0.10208695,0.921547444,14.4,-85.18,"Central American Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.51000023,107.460907,2144,54.32367706,11902,2.256999969,19678.08398,"evergreen"
"Cissus_biformifolia_3762875421__L__1149-2055-2085-2686","Cissus_biformifolia_3762875421",3762875421,0,91.6358447,"Cissus biformifolia","unknown",35.43,0.207629423,0.895173747,10.31668,-84.8184,"Costa Rican seasonal moist forests","Tropical & Subtropical Moist Broadleaf Forests",18.74616623,77.49004364,2460,75.74682617,15436,3.583333254,20053.16602,"evergreen"
"Cissus_biformifolia_3763051696__L__55-764-738-1120","Cissus_biformifolia_3763051696",3763051696,89.38324176,91.62293137,"Cissus biformifolia","unknown",10.75,0.111877795,1.383755202,9.78341,-83.75193,"Talamancan montane forests","Tropical & Subtropical Moist Broadleaf Forests",19.14483261,59.98498917,3143,33.61162567,23316,2.874666691,19005.66602,"evergreen"
"Cissus_biformifolia_1826249832__L__1356-1351-1808-1708","Cissus_biformifolia_1826249832",1826249832,0,92.92894916,"Cissus biformifolia","unknown",7.75,0.149882124,1.072564069,14.4,-85.18,"Central American Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.51000023,107.460907,2144,54.32367706,11902,2.256999969,19678.08398,"evergreen"
"Cissus_biformifolia_3763059713__L__1144-1495-1520-2182","Cissus_biformifolia_3763059713",3763059713,0,91.6358447,"Cissus biformifolia","unknown",6.46,0.097606695,1.383059024,10.45278,-84.65833,"Isthmian-Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",24.02566719,71.37239838,3605,41.28534317,21562,2.602666616,19187.66602,"evergreen"
"Cissus_biformifolia_3762875421__L__571-1106-922-1534","Cissus_biformifolia_3762875421",3762875421,0,91.6358447,"Cissus biformifolia","unknown",6.4,0.092597841,1.72110104,10.31668,-84.8184,"Costa Rican seasonal moist forests","Tropical & Subtropical Moist Broadleaf Forests",18.74616623,77.49004364,2460,75.74682617,15436,3.583333254,20053.16602,"evergreen"
"Cissus_biformifolia_1826249832__L__1020-1072-1614-1322","Cissus_biformifolia_1826249832",1826249832,0,92.92894916,"Cissus biformifolia","unknown",6.52,0.107609094,1.145760676,14.4,-85.18,"Central American Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests",25.51000023,107.460907,2144,54.32367706,11902,2.256999969,19678.08398,"evergreen"
"Cissus_integrifolia_1321938866__L__166-2583-2063-4091","Cissus_integrifolia_1321938866",1321938866,0,129.0602518,"Cissus integrifolia","unknown",61.67,0.194172317,0.377876735,-4.25,39.37,"Northern Zanzibar-Inhambane coastal forest mosaic","Tropical & Subtropical Moist Broadleaf Forests",24.36383247,151.685257,1104,61.15211487,7134,2.947666645,15890.5,NA
"Cissus_integrifolia_1321938866__L__2173-2219-3475-3659","Cissus_integrifolia_1321938866",1321938866,0,129.0602518,"Cissus integrifolia","unknown",59.92,0.03950883,0.382055075,-4.25,39.37,"Northern Zanzibar-Inhambane coastal forest mosaic","Tropical & Subtropical Moist Broadleaf Forests",24.36383247,151.685257,1104,61.15211487,7134,2.947666645,15890.5,NA
"Cissus_integrifolia_1840449620__L__1676-1714-2802-3108","Cissus_integrifolia_1840449620",1840449620,137.6735659,129.0486455,"Cissus integrifolia","unknown",31.62,0.165634618,1.051416157,-2.733333,29.033333,"Albertine Rift montane forests","Tropical & Subtropical Moist Broadleaf Forests",22.59566689,37.74641418,1029,55.18083954,6409,2.063666582,15885.58301,NA
"Cissus_integrifolia_1840449620__L__1706-1121-2229-1901","Cissus_integrifolia_1840449620",1840449620,137.6735659,129.0486455,"Cissus integrifolia","unknown",8.37,0.120889707,1.746943882,-2.733333,29.033333,"Albertine Rift montane forests","Tropical & Subtropical Moist Broadleaf Forests",22.59566689,37.74641418,1029,55.18083954,6409,2.063666582,15885.58301,NA
"Cissus_integrifolia_1840449620__L__661-2885-1735-3799","Cissus_integrifolia_1840449620",1840449620,137.6735659,129.0486455,"Cissus integrifolia","unknown",26.79,0.135694471,1.120145665,-2.733333,29.033333,"Albertine Rift montane forests","Tropical & Subtropical Moist Broadleaf Forests",22.59566689,37.74641418,1029,55.18083954,6409,2.063666582,15885.58301,NA
"Cissus_integrifolia_2859434312__L__1327-3217-1778-3563","Cissus_integrifolia_2859434312",2859434312,128.6150293,129.0505185,"Cissus integrifolia","unknown",4.67,0.05921371,1.379544232,-8.316667,38.966667,"Eastern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrubland",24.63666725,121.0694962,1074,79.83029938,6654,2.546666622,17313.58398,NA
"Cissus_integrifolia_2859434312__L__1805-958-1902-1248","Cissus_integrifolia_2859434312",2859434312,128.6150293,129.0505185,"Cissus integrifolia","unknown",0.45,0.073350534,3.371999471,-8.316667,38.966667,"Eastern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrubland",24.63666725,121.0694962,1074,79.83029938,6654,2.546666622,17313.58398,NA
"Cissus_integrifolia_2859434312__L__2014-1155-2273-1589","Cissus_integrifolia_2859434312",2859434312,128.6150293,129.0505185,"Cissus integrifolia","unknown",2.42,0.085526552,1.773361225,-8.316667,38.966667,"Eastern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrubland",24.63666725,121.0694962,1074,79.83029938,6654,2.546666622,17313.58398,NA
"Cissus_integrifolia_2859434312__L__2328-2259-2745-2826","Cissus_integrifolia_2859434312",2859434312,128.6150293,129.0505185,"Cissus integrifolia","unknown",3.53,0.080049977,1.535199219,-8.316667,38.966667,"Eastern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrubland",24.63666725,121.0694962,1074,79.83029938,6654,2.546666622,17313.58398,NA
"Cissus_integrifolia_2859434312__L__800-3016-1312-3276","Cissus_integrifolia_2859434312",2859434312,128.6150293,129.0505185,"Cissus integrifolia","unknown",2.1,0.076576259,1.872090794,-8.316667,38.966667,"Eastern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrubland",24.63666725,121.0694962,1074,79.83029938,6654,2.546666622,17313.58398,NA
"Cissus_integrifolia_4072345092__L__1805-1661-2235-2381","Cissus_integrifolia_4072345092",4072345092,0,129.0625631,"Cissus integrifolia","unknown",5.63,0.11518498,1.281055448,-19.585699,33.085239,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrubland",21.80550003,268.7792969,955,99.70593262,5148,1.79400003,18770,NA
"Cissus_integrifolia_4072345092__L__2572-1085-2993-1481","Cissus_integrifolia_4072345092",4072345092,0,129.0625631,"Cissus integrifolia","unknown",2.13,0.059008383,1.857039435,-19.585699,33.085239,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrubland",21.80550003,268.7792969,955,99.70593262,5148,1.79400003,18770,NA
"Cissus_integrifolia_4072345092__L__3196-735-3407-891","Cissus_integrifolia_4072345092",4072345092,0,129.0625631,"Cissus integrifolia","unknown",0.62,0.077481802,2.975558612,-19.585699,33.085239,"Southern Miombo woodlands","Tropical & Subtropical Grasslands, Savannas & Shrubland",21.80550003,268.7792969,955,99.70593262,5148,1.79400003,18770,NA
