"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","projectId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","coordinateUncertaintyInMeters","elevation","elevationAccuracy","continent","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","identifier.1","gbifID","occurrenceID","name","stateProvince","higherGeography","institutionKey","recordedBy","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","verbatimLocality","collectionCode","language","type","catalogNumber","institutionCode","higherClassification","identificationID","dateIdentified","modified","datasetName","identifiedBy","rightsHolder","nomenclaturalStatus","taxonID","ownerInstitutionCode","bibliographicCitation","collectionID","networkKeys","gadm.level0.gid","gadm.level0.name","distanceFromCentroidInMeters","collectionKey","preparations","fieldNumber","dynamicProperties","municipality","reproductiveCondition","http...unknown.org.recordID","associatedTaxa","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","gadm","verbatimEventDate","otherCatalogNumbers","fieldNotes","informationWithheld","disposition","locationRemarks","previousIdentifications","lifeStage","georeferenceRemarks","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","georeferencedDate","georeferenceProtocol","verbatimElevation","island","taxonRemarks","associatedOccurrences","identificationQualifier","islandGroup","identificationRemarks","organismRemarks","accessRights","organismID","locationID","media_url","license"
"2270678122","Myrcianthes fragrans (Sw.) McVaugh",19.5,-71.2667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.538+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,NA,NA,"NORTH_AMERICA",1987,6,9,"1987-06-09",160,160,"2024-08-01T20:02:06.538+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=765990",FALSE,"765990","none","none",TRUE,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","765990","2270678122","ea1123ad-8e09-44ee-8486-d5f8487db129","Myrcianthes fragrans (Sw.) McVaugh","Santiago Rodriguez",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","R. Garcia; J. Pimentel","2201","Bosque seco.",NA,NA,"Apro. 23km al E de la ciudad de Santiago Rodriguez, en el lugar llamado Los Caimonies (no figura en el mapa), sobre una loma en el lado N de la carretera hacia Mao.",NA,NA,"Plants",NA,NA,"ASU0056233","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,"L.R. Landrum, 2005.",NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"flowers","ea1123ad-8e09-44ee-8486-d5f8487db129","ecologicallyOccursWith: Exostema|ecologicallyOccursWith: Senna|ecologicallyOccursWith: Amyris","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 5m de alto; flor gragante, corola blanca.","marisin",NA,NA,"223389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056233_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270678767","Myrcianthes fragrans (Sw.) McVaugh",19.55,-71.3417,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.524+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,NA,NA,"NORTH_AMERICA",1987,6,8,"1987-06-08",159,159,"2024-08-01T20:02:06.524+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=766003",FALSE,"766003","none","none",FALSE,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","766003","2270678767","356aad20-1e82-4c17-8d40-04da9fbc4d99","Myrcianthes fragrans (Sw.) McVaugh","Santiago Rodriguez",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","R. Garcia; J. Pimentel","2162","Bosque seco.",NA,NA,"Aprox 10km al N de la ciudad da Sabaneta (Santiago Rodriguez) siguiendo la carretera hacia Martin Garcia, al pie de la loma de Samba, en el lado S de la carretera.",NA,NA,"Plants",NA,NA,"ASU0056234","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,"L.R. Landrum, 2005.",NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"flowers","356aad20-1e82-4c17-8d40-04da9fbc4d99","ecologicallyOccursWith: Phyllostylon|ecologicallyOccursWith: Lantana|ecologicallyOccursWith: croton|ecologicallyOccursWith: Acadia","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 5m de alto; botones florales verdes casi blancos cuando abren.","marisin",NA,NA,"223390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056234_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270677974","Myrcianthes fragrans (Sw.) McVaugh",17.7667,-71.5667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.600+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,150,50,"NORTH_AMERICA",1987,6,11,"1987-06-11",162,162,"2024-08-01T20:02:06.600+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=766005",FALSE,"766005","none","none",FALSE,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","766005","2270677974","d2bfcfda-f955-4928-9983-934da04623db","Myrcianthes fragrans (Sw.) McVaugh","Pedernales",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","T. Zanoni; M. Mejia, R. Garcia","36567","Bosque de arboles pequenhos y espinosos de zona arida sobre roca calcarea, poco suelo: al suroeste de Manuel Goya.",NA,NA,"Peninsula Barahona: Entre Algodon y Sabana de Cacheo.",NA,NA,"Plants",NA,NA,"ASU0056255","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,"L.R. Landrum, 2005.",NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"flowers","d2bfcfda-f955-4928-9983-934da04623db",NA,"http://creativecommons.org/licenses/by-nc/3.0/","4m de alto; flores casi listas para abrirse.","marisin","none",NA,"165645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=e4607a45-02e5-438f-93fa-6c4e4be5debd",NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056255_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1928566498","Myrcianthes fragrans (Sw.) McVaugh",18.6,-71.78,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:33.002+00:00",415,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,NA,NA,"NORTH_AMERICA",1987,7,13,"1987-07-13",194,194,"2024-07-21T05:15:33.002+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687430",FALSE,"385de630-780c-4d8e-bc30-abfeabee220a","none","none",TRUE,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","385de630-780c-4d8e-bc30-abfeabee220a","1928566498","385de630-780c-4d8e-bc30-abfeabee220a","Myrcianthes fragrans (Sw.) McVaugh","Independencia",NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","T. A. Zanoni","39726",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","Sierra de Neiba: aprox. 0.5-0.7 Km el S de ""Los Pinos de Eden"" en la carretera Internacional a La Descubierta.",NA,NA,"NY","en","PhysicalObject","1437651","NY",NA,NA,NA,NA,"Vascular plants",NA,"The New York Botanical Garden",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 Jul 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field book","2014-05-15",NA,"1640 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/488/917/01437651.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270676437","Myrcianthes fragrans (Sw.) McVaugh",15.9264,-95.8125,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.468+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",30000,NA,NA,"NORTH_AMERICA",1987,7,3,"1987-07-03",184,184,"2024-08-01T20:02:06.468+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=766010",FALSE,"766010","none","none",TRUE,"WGS84","Magnoliopsida","MX","none","none","LATIN_AMERICA","Mexico","NORTH_AMERICA","766010","2270676437","1e1eb138-588e-427d-97dd-26c188306ebd","Myrcianthes fragrans (Sw.) McVaugh","Oaxaca",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","R. Torres; L. Cortes, C. Martinez","9869","Ecotonia de selva baja caducifolia y bosque de pino-encino.",NA,NA,"3km al NO de El Coyul, carretera Tehuantepec-Oaxaca. Mpio. San Juan Lajarca.","Yautepec",NA,"Plants",NA,NA,"ASU0056266","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,"1989-01-01T00:00:00","2023-07-16T07:02:03.000+00:00",NA,"L.R. Landrum, 1989.",NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"flowers","1e1eb138-588e-427d-97dd-26c188306ebd",NA,"http://creativecommons.org/licenses/by-nc/3.0/","Arbol, 5m; flor madura.","marisin",NA,NA,"178880",NA,NA,NA,NA,NA,NA,NA,"fscoburn","reviewed - high confidence","georef batch tool 2012-11-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056266_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270557720","Myrcianthes fragrans (Sw.) McVaugh",10.8,-85.316667,"cdc,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.089+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,900,50,"NORTH_AMERICA",1987,8,12,"1987-08-12",224,224,"2024-08-01T20:02:16.089+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101262",FALSE,"3101262","none","none",TRUE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","3101262","2270557720","64d21b89-26e6-42fc-a0d5-417dfd126d0b","Myrcianthes fragrans (Sw.) McVaugh","Guanacaste",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","Gerardo Herrera","690",NA,NA,NA,"Parque Rincon de la Vieja. Sendero al mirador por la fila que se continua al sureste camino al Volcan Santa Maria.",NA,NA,"Plants",NA,NA,"ASU0060300","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,"1988-01-01T00:00:00","2023-07-16T07:02:03.000+00:00",NA,"P. Sanchez",NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,NA,"64d21b89-26e6-42fc-a0d5-417dfd126d0b",NA,"http://creativecommons.org/licenses/by-nc/3.0/","Arbol de 15-18 m x 45 cm DAP, de corteza exfoliante cafe-blancuzco. Frutos inmaduros verdes, maduros anaranjados con semillas de cotiledones verde intenso.","karrivas",NA,NA,"279412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0060/ASU0060300_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270677085","Myrcianthes fragrans (Sw.) McVaugh",-2.55,-78.933161,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.453+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",50000,3100,NA,"SOUTH_AMERICA",1987,8,13,"1987-08-13",225,225,"2024-08-01T20:02:06.453+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=765987",FALSE,"765987","none","none",FALSE,"WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA","765987","2270677085","875881ca-8fa2-443c-9c15-2a8a188ef052","Myrcianthes fragrans (Sw.) McVaugh","Canar",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","Carmen Ulloa U.","435","Bosque.",NA,NA,"Carretera Canar-Lluracrumi. La Carboneria.",NA,NA,"Plants",NA,NA,"ASU0055328","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,NA,NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,"Arbusto 1m, corola y anteras blancas.",NA,"flowers","875881ca-8fa2-443c-9c15-2a8a188ef052","ecologicallyOccursWith: Podocarpus|ecologicallyOccursWith: Clusia|ecologicallyOccursWith: Hesperomeles","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto 1 m, corola y anteras blancas.","marisin",NA,NA,"156920",NA,NA,NA,NA,NA,NA,NA,"Landrum","reviewed - high confidence","georef batch tool 2012-12-10; GeoLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0055/ASU0055328_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270679751","Myrcianthes fragrans (Sw.) McVaugh",18.75,-70.8417,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.421+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,NA,NA,"NORTH_AMERICA",1987,9,30,"1987-09-30",273,273,"2024-08-01T20:02:06.421+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=766002",FALSE,"766002","none","none",FALSE,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","766002","2270679751","b1253f5d-1652-4679-8840-c9da984ae6f9","Myrcianthes fragrans (Sw.) McVaugh","Azua",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","R. Garcia; J. Pimentel","2432","Area con un pequeno bosque alterado.",NA,NA,"Cordillera Central: Padre Las Casas, aprox 3km al O de Guayabal, en  el lugar llamado Periquito. En la orilla de la carretera.",NA,NA,"Plants",NA,NA,"ASU0056235","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,NA,NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"sterile","b1253f5d-1652-4679-8840-c9da984ae6f9","ecologicallyOccursWith: Ocotea|ecologicallyOccursWith: Trichilia|ecologicallyOccursWith: Senna|ecologicallyOccursWith: Lysiloma","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto de 2.5m de alto; esteril.","marisin",NA,NA,"223394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cf.",NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056235_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270678778","Myrcianthes fragrans (Sw.) McVaugh",18.3667,-69.0333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.420+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,5,5,"NORTH_AMERICA",1987,12,18,"1987-12-18",352,352,"2024-08-01T20:02:06.420+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=765995",FALSE,"765995","none","none",TRUE,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","765995","2270678778","4cd2eeb8-d885-4bc9-a83a-df4d7d235b2f","Myrcianthes fragrans (Sw.) McVaugh","La Romana",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","T. Zanoni; M. Mejia, R, Garcia, B. Santana","37326","Bosque seucndario en mucha spartes, pero vigen en NE, bosque latifoliado 'medio-seco'",NA,NA,"Isla Catalina: en un trayecto desde el Campamento Militar (S.O0 a la punta Nordeste.",NA,NA,"Plants",NA,NA,"ASU0056241","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,NA,"2023-07-16T07:02:03.000+00:00",NA,NA,NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"flowers","4cd2eeb8-d885-4bc9-a83a-df4d7d235b2f",NA,"http://creativecommons.org/licenses/by-nc/3.0/","4m de alto (hasta 8m); ramas hacia arriba; flores blancas y perfumadas. En el bosque.","marisin","none",NA,"153639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056241_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270677119","Myrcianthes fragrans (Sw.) McVaugh",16.2,-96.95,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.558+00:00",276,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3188228,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Myrcianthes","fragrans","SPECIES","SYNONYM","LC",NA,NA,NA,"NORTH_AMERICA",1987,12,13,"1987-12-13",347,347,"2024-08-01T20:02:06.558+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=766033",FALSE,"766033","none","none",TRUE,"WGS84","Magnoliopsida","MX","none","none","LATIN_AMERICA","Mexico","NORTH_AMERICA","766033","2270677119","7f27db2f-b4e8-4568-ba47-7c30fa3369d7","Myrcianthes fragrans (Sw.) McVaugh","Oaxaca",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","R. Torres; A. Campos,","10836","Vegetacion canada de bosque mesofilo en bosque de pino-encino. Suelo amarillo arcilloso.",NA,NA,"Loc. 17.9km al SO de San Jeronimo Coatlan, brecha a Piedra Larga. Dto. Miahuatlan.","San Jeronimo Coatlan",NA,"Plants",NA,NA,"ASU0056228","ASU","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcianthes",NA,"1989-01-01T00:00:00","2023-07-16T07:02:03.000+00:00",NA,"L.R. Landrum, 1989.",NA,NA,"48202",NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"flowers","7f27db2f-b4e8-4568-ba47-7c30fa3369d7",NA,"http://creativecommons.org/licenses/by-nc/3.0/","In 5 anthers seen, each had 1 gland.; Arbusto, 8m, flores brancas.","marisin",NA,NA,"178856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056228_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
